study_group,title,year,journal,identifiers,sources,n_source_records
S1748,Resistance Development to Bacteriophages Occurring during Bacteriophage Therapy.,2018,Viruses,doi:10.3390/v10070351 pmid:29966329,PubMed; Scopus (brazo B),2
S11242,Resistance Trends and Treatment Options in Gram-Negative Ventilator-Associated Pneumonia,2018,Current Infectious Disease Reports,doi:10.1007/s11908-018-0609-x,Scopus (brazo A); Scopus (brazo B),2
S1392,Resolution of habitat-associated ecogenomic signatures in bacteriophage genomes and application to microbial source tracking.,2018,The ISME journal,doi:10.1038/s41396-017-0015-7 pmid:29259289,PubMed,1
S16021,Resolving digital staphylococcal osteomyelitis using bacteriophage—A case report,2018,Antibiotics,doi:10.3390/antibiotics7040087,Scopus (brazo B),1
S16050,Respiratory infection: Insights from assembly 10 of the European Respiratory Society 2018 Annual Congress,2018,Journal of Thoracic Disease,doi:10.21037/jtd.2018.09.20,Scopus (brazo B),1
S1667,"Responses of intestinal virome to silver nanoparticles: safety assessment by classical virology, whole-genome sequencing and bioinformatics approaches.",2018,International journal of nanomedicine,doi:10.2147/ijn.s161379 pmid:29844669,PubMed; Scopus (brazo A),2
S1492,Restoration of sensitivity of a diverse set of drug-resistant Staphylococcus clinical strains by bactericidal protein P128.,2018,Journal of medical microbiology,doi:10.1099/jmm.0.000697 pmid:29458674,PubMed; Scopus (brazo B),2
S16049,"Revitalizing the drug pipeline: AntibioticDB, an open access database to aid antibacterial research and development",2018,Journal of Antimicrobial Chemotherapy,doi:10.1093/jac/dky208 pmid:29897476,Scopus (brazo B),1
S16125,Ribosome display and selection of single-chain variable fragments effectively inhibit growth and progression of microspheres in vitro and in vivo,2018,Cancer Science,doi:10.1111/cas.13574 pmid:29575477,Scopus (brazo B),1
S16126,Rise of antibiotic resistance in tuberculosis,2018,Research Journal of Pharmacy and Technology,doi:10.5958/0974-360x.2018.00588.7,Scopus (brazo B),1
S16278,Role of SH3b binding domain in a natural deletion mutant of Kayvirus endolysin LysF1 with a broad range of lytic activity,2018,Virus Genes,doi:10.1007/s11262-017-1507-2 pmid:28852930,Scopus (brazo B),1
S9720,Role of bacterioPhages In gut Microbiome composition and glucose metabolism in Metabolic Syndrome subjects,2018,https://trialsearch.who.int/Trial2.aspx?TrialID=NL-OMON48768,doi:10.1002/central/cn-02718776/full,Cochrane CENTRAL,1
S2010,Role of human Hv1 channels in sperm capacitation and white blood cell respiratory burst established by a designed peptide inhibitor.,2018,Proceedings of the National Academy of Sciences of the United States of America,doi:10.1073/pnas.1816189115 pmid:30478045,PubMed,1
S16064,Roles of orf60a and orf61 in development of bacteriophages λ and Φ24b,2018,Viruses,doi:10.3390/v10100553 pmid:30314296,Scopus (brazo B),1
S16142,SELECTION OF THE ACTIVE PHAGES AGAINST B.FRAGILIS FOR FURTHER STUDY OF THRAPEUTIC PERPECTIVES,2018,Georgian medical news,pmid:30702082,Scopus (brazo B),1
S11285,Sak4 of phage HK620 is a RecA remote homolog with single-strand annealing activity stimulated by its cognate SSB protein,2018,Frontiers in Microbiology,doi:10.3389/fmicb.2018.00743,Scopus (brazo A),1
S1724,Salmonella Activation of STAT3 Signaling by SarA Effector Promotes Intracellular Replication and Production of IL-10.,2018,Cell reports,doi:10.1016/j.celrep.2018.05.072 pmid:29924996,PubMed,1
S1458,Salmonella Enteritidis ST183: emerging and endemic biotypes affecting western European hedgehogs (Erinaceus europaeus) and people in Great Britain.,2018,Scientific reports,doi:10.1038/s41598-017-18667-2 pmid:29402927,PubMed,1
S16287,Salmonella enterica serovars typhimurium and enteritidis causing mixed infections in febrile children in Mozambique,2018,Infection and Drug Resistance,doi:10.2147/idr.s147243,Scopus (brazo B),1
S1527,Salt-bridge dynamics in intrinsically disordered proteins: A trade-off between electrostatic interactions and structural flexibility.,2018,Biochimica et biophysica acta. Proteins and proteomics,doi:10.1016/j.bbapap.2018.03.002 pmid:29548979,PubMed,1
S11202,"Salvage debridement, antibiotics and implant retention (“dair”) with local injection of a selected cocktail of bacteriophages: Is it an option for an elderly patient with relapsing staphylococcus aureus prosthetic-joint infection?",2018,Open Forum Infectious Diseases,doi:10.1093/ofid/ofy269,Scopus (brazo A); Scopus (brazo B),2
S1731,"Sandwich pair nanobodies, a potential tool for electrochemical immunosensing serum prostate-specific antigen with preferable specificity.",2018,Journal of pharmaceutical and biomedical analysis,doi:10.1016/j.jpba.2018.06.021 pmid:29935325,PubMed; Scopus (brazo B),2
S1614,ScFvs as Allosteric Inhibitors of VEGFR-2: Novel Tools to Harness VEGF Signaling.,2018,International journal of molecular sciences,doi:10.3390/ijms19051334 pmid:29723982,PubMed,1
S1284,Screening Phage-Display Antibody Libraries Using Protein Arrays.,2018,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-4939-7447-4_20 pmid:29116516,PubMed,1
S1602,Screening and Identification of Peptides Specifically Targeted to Gastric Cancer Cells from a Phage Display Peptide Library.,2018,Asian Pacific journal of cancer prevention : APJCP,doi:10.22034/apjcp.2018.19.4.927 pmid:29693344,PubMed,1
S1364,Screening and antitumor effect of an anti‑CTLA‑4 nanobody.,2018,Oncology reports,doi:10.3892/or.2017.6131 pmid:29207143,PubMed; Scopus (brazo B),2
S1876,Screening for novel peptides specifically binding to the surface of ectopic endometrium cells by phage display.,2018,"Cellular and molecular biology (Noisy-le-Grand, France)",pmid:30213287,PubMed,1
S1172,"Seek & Destroy, use of targeting peptides for cancer detection and drug delivery.",2018,Bioorganic & medicinal chemistry,doi:10.1016/j.bmc.2017.08.052 pmid:28893601,PubMed; Scopus (brazo B),2
S1464,Selected landscape phage probe as selective recognition interface for sensitive total prostate-specific antigen immunosensor.,2018,Biosensors & bioelectronics,doi:10.1016/j.bios.2018.01.046 pmid:29414074,PubMed,1
S2077,Selection and Characterization of Anti-Dengue NS1 Single Domain Antibodies.,2018,Scientific reports,doi:10.1038/s41598-018-35923-1 pmid:30591706,PubMed,1
S1868,Selection and Use of Intracellular Antibodies.,2018,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-4939-8648-4_25 pmid:30196513,PubMed,1
S1477,Selection and identification of novel peptides specifically targeting human cervical cancer.,2018,Amino acids,doi:10.1007/s00726-018-2539-1 pmid:29435721,PubMed,1
S1242,Selection and identification of transferrin receptor-specific peptides as recognition probes for cancer cells.,2018,Analytical and bioanalytical chemistry,doi:10.1007/s00216-017-0664-4 pmid:29046922,PubMed,1
S1866,Selection of Antibodies to Transiently Expressed Membrane Proteins Using Phage Display.,2018,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-4939-8648-4_10 pmid:30196498,PubMed,1
S1566,Selection of Potential Therapeutic Bacteriophages that Lyse a CTX-M-15 Extended Spectrum β-Lactamase Producing Salmonella enterica Serovar Typhi Strain from the Democratic Republic of the Congo.,2018,Viruses,doi:10.3390/v10040172 pmid:29614013,PubMed; Scopus (brazo B),2
S1108,Selection of affinity peptides for interference-free detection of cholera toxin.,2018,Biosensors & bioelectronics,doi:10.1016/j.bios.2017.07.075 pmid:28780344,PubMed,1
S1613,Selection of phage-displayed accessible recombinant targeted antibodies (SPARTA): methodology and applications.,2018,JCI insight,doi:10.1172/jci.insight.98305 pmid:29720567,PubMed,1
S11213,Semi-solid and solid dosage forms for the delivery of phage therapy to epithelia,2018,Pharmaceuticals,doi:10.3390/ph11010026,Scopus (brazo A); Scopus (brazo B),2
S1433,Sensitive Multiplex Real-time RT-qPCR Assay for the Detection of Filoviruses.,2018,Health security,doi:10.1089/hs.2017.0027 pmid:29350545,PubMed; Scopus (brazo B),2
S1489,Sensitive detection of alkaline phosphatase by dephosphorylation-initiated transcription reaction-mediated dual signal amplification.,2018,"Chemical communications (Cambridge, England)",doi:10.1039/c8cc00540k pmid:29457170,PubMed,1
S15892,Sequential combined effect of phages and antibiotics on the inactivation of escherichia coli,2018,Microorganisms,doi:10.3390/microorganisms6040125,Scopus (brazo B),1
S1418,Sequential effect of phages and cold nitrogen plasma against Escherichia coli O157:H7 biofilms on different vegetables.,2018,International journal of food microbiology,doi:10.1016/j.ijfoodmicro.2018.01.004 pmid:29306732,PubMed,1
S1668,Serological diagnosis of Mycoplasma pneumoniae infection by using the mimic epitopes.,2018,World journal of microbiology & biotechnology,doi:10.1007/s11274-018-2467-y pmid:29845357,PubMed,1
S1862,Serpin Phage Display: The Use of a T7 System to Probe Reactive Center Loop Libraries with Different Serine Proteinases.,2018,"Methods in molecular biology (Clifton, N.J.)",doi:10.1007/978-1-4939-8645-3_3 pmid:30194592,PubMed,1
S9871,Sheep polyclonal antibody to map Haemonchus contortus mimotopes using phage display library,2018,Revista Brasileira de Parasitologia Veterinária,doi:10.1590/s1984-296120180023,SciELO,1
S1625,"Shiga toxin-producing Escherichia coli (STEC) O157 outbreak associated with likely transmission in an inflatable home paddling pool in England, June 2017.",2018,Perspectives in public health,doi:10.1177/1757913918774072 pmid:29745302,PubMed; Scopus (brazo B),2
S1478,Shigella Phages Isolated during a Dysentery Outbreak Reveal Uncommon Structures and Broad Species Diversity.,2018,Journal of virology,doi:10.1128/jvi.02117-17 pmid:29437962,PubMed,1
S1628,Shooting the messenger: RNA-targetting CRISPR-Cas systems.,2018,Bioscience reports,doi:10.1042/bsr20170788 pmid:29748239,PubMed,1
S1758,Siglec-6 on Chronic Lymphocytic Leukemia Cells Is a Target for Post-Allogeneic Hematopoietic Stem Cell Transplantation Antibodies.,2018,Cancer immunology research,doi:10.1158/2326-6066.cir-18-0102 pmid:29980538,PubMed; Scopus (brazo B),2
S2056,"Signatures within the esophageal microbiome are associated with host genetics, age, and disease.",2018,Microbiome,doi:10.1186/s40168-018-0611-4 pmid:30558669,PubMed; Scopus (brazo B),2
S11219,Silk route to the acceptance and re-implementation of bacteriophage therapy—Part II,2018,Antibiotics,doi:10.3390/antibiotics7020035,Scopus (brazo A); Scopus (brazo B),2
S15932,Simple drop cast method for enumeration of bacteriophages,2018,Journal of Virological Methods,doi:10.1016/j.jviromet.2018.09.001 pmid:30213546,Scopus (brazo B),1
S16319,Single-chain Fv antibodies for targeting neurodegenerative diseases,2018,CNS and Neurological Disorders - Drug Targets,doi:10.2174/1871527317666180315161626 pmid:29546836,Scopus (brazo B),1
S16136,Single-domain antibodies as promising experimental tools in imaging and isolation of porcine epidemic diarrhea virus,2018,Applied Microbiology and Biotechnology,doi:10.1007/s00253-018-9324-7 pmid:30143837,Scopus (brazo B),1
S1323,Single-molecule compaction of megabase-long chromatin molecules by multivalent cations.,2018,Nucleic acids research,doi:10.1093/nar/gkx1135 pmid:29145649,PubMed,1
S1966,Single-nucleotide-resolution sequencing of human N6-methyldeoxyadenosine reveals strand-asymmetric clusters associated with SSBP1 on the mitochondrial genome.,2018,Nucleic acids research,doi:10.1093/nar/gky1104 pmid:30412255,PubMed,1
S1989,Site-Selective Nucleation and Size Control of Gold Nanoparticle Photothermal Antennae on the Pore Structures of a Virus.,2018,Journal of the American Chemical Society,doi:10.1021/jacs.8b10446 pmid:30452248,PubMed,1
S1512,Site-specificity of serine integrase demonstrated by the attB sequence preference of ɸBT1 integrase.,2018,FEBS letters,doi:10.1002/1873-3468.13023 pmid:29512855,PubMed,1
S16023,Smoking is associated with quantifiable differences in the human lung DNA virome and metabolome,2018,Respiratory Research,doi:10.1186/s12931-018-0878-9 pmid:30208886,Scopus (brazo B),1
S1839,Specific Antibody Fragment Ligand Traps Blocking FGF1 Activity.,2018,International journal of molecular sciences,doi:10.3390/ijms19092470 pmid:30134556,PubMed,1
S16073,"Stable and Long-Lasting, Novel Bicyclic Peptide Plasma Kallikrein Inhibitors for the Treatment of Diabetic Macular Edema",2018,Journal of Medicinal Chemistry,doi:10.1021/acs.jmedchem.7b01625 pmid:29517911,Scopus (brazo B),1
S1375,Staphylococcus aureus and Atopic Dermatitis: A Complex and Evolving Relationship.,2018,Trends in microbiology,doi:10.1016/j.tim.2017.11.008 pmid:29233606,PubMed; Scopus (brazo B),2
S1383,Staphylococcus aureus controls interleukin-5 release in upper airway inflammation.,2018,Journal of proteomics,doi:10.1016/j.jprot.2017.12.003 pmid:29247803,PubMed,1
S15936,State of art and limitations in genetic engineering to induce stable chondrogenic phenotype,2018,Biotechnology Advances,doi:10.1016/j.biotechadv.2018.07.004 pmid:30012541,Scopus (brazo B),1
S16288,Stomatological problems and infectious complications after hematopoietic stem cell transplantation,2018,Cellular Therapy and Transplantation,doi:10.18620/ctt-1866-8836-2018-7-2-10-19,Scopus (brazo B),1
S1423,Strains of bacterial species induce a greatly varied acute adaptive immune response: The contribution of the accessory genome.,2018,PLoS pathogens,doi:10.1371/journal.ppat.1006726 pmid:29324905,PubMed; Scopus (brazo B),2
S11177,Structural and functional stabilization of bacteriophage particles within the aqueous core of a W/O/W multiple emulsion: A potential biotherapeutic system for the inhalational treatment of bacterial pneumonia,2018,Process Biochemistry,doi:10.1016/j.procbio.2017.09.022,Scopus (brazo A); Scopus (brazo B),2
S1404,Structural insights into humanization of anti-tissue factor antibody 10H10.,2018,mAbs,doi:10.1080/19420862.2017.1412026 pmid:29283291,PubMed,1
S1821,Structure and Analysis of R1 and R2 Pyocin Receptor-Binding Fibers.,2018,Viruses,doi:10.3390/v10080427 pmid:30110933,PubMed; Scopus (brazo A),2
S11208,Structure of an Acinetobacter broad-range prophage endolysin reveals a C-terminal α-helix with the proposed role in activity against live bacterial cells,2018,Viruses,doi:10.3390/v10060309 pmid:29882827,Scopus (brazo A),1
S1576,Structure of the herpes simplex virus 1 capsid with associated tegument protein complexes.,2018,"Science (New York, N.Y.)",doi:10.1126/science.aao7298 pmid:29622628,PubMed,1
S1647,Structure-Guided Combinatorial Engineering Facilitates Affinity and Specificity Optimization of Anti-CD81 Antibodies.,2018,Journal of molecular biology,doi:10.1016/j.jmb.2018.05.018 pmid:29778602,PubMed,1
S11229,Structure–Function Analysis of the C-Terminal Domain of the Type VI Secretion TssB Tail Sheath Subunit,2018,Journal of Molecular Biology,doi:10.1016/j.jmb.2017.11.015 pmid:29223729,Scopus (brazo A),1
S1505,Study of the Interactions Between Bacteriophage phiIPLA-RODI and Four Chemical Disinfectants for the Elimination of Staphylococcus aureus Contamination.,2018,Viruses,doi:10.3390/v10030103 pmid:29495568,PubMed; Scopus (brazo B),2
S1468,Substrate Binding Protein DppA1 of ABC Transporter DppBCDF Increases Biofilm Formation in Pseudomonas aeruginosa by Inhibiting Pf5 Prophage Lysis.,2018,Frontiers in microbiology,doi:10.3389/fmicb.2018.00030 pmid:29416528,PubMed; Scopus (brazo A),2
S1611,Sulfamethoxazole - Trimethoprim represses csgD but maintains virulence genes at 30°C in a clinical Escherichia coli O157:H7 isolate.,2018,PloS one,doi:10.1371/journal.pone.0196271 pmid:29718957,PubMed,1
S1605,Survival of Mycobacterium avium subspecies paratuberculosis in retail pasteurised milk.,2018,Food microbiology,doi:10.1016/j.fm.2018.03.004 pmid:29706338,PubMed,1
S1923,Suspected transmission and subsequent spread of MRSA from farmer to dairy cows.,2018,Veterinary microbiology,doi:10.1016/j.vetmic.2018.09.017 pmid:30322522,PubMed,1
S1879,Synergy of nebulized phage PEV20 and ciprofloxacin combination against Pseudomonas aeruginosa.,2018,International journal of pharmaceutics,doi:10.1016/j.ijpharm.2018.09.024 pmid:30223075,PubMed; Scopus (brazo A); Scopus (brazo B),3
